timestamp,node_id,water_depth_cm,flow_capacity_ratio,accumulation_rate,blockage_status,blockage_risk,flood_severity
2025-01-03 12:00:00,N009,5.20192,1.389,0.0,Normal,Low,Moderate
2025-01-03 12:00:00,N010,2.06316,1.11,0.0,Normal,Low,Low
2025-01-03 12:00:00,N011,3.9114,1.289,0.0,Normal,Low,Low
2025-01-03 12:00:00,N012,12.721300046436138,0.6708947865029051,2.093,Partial_Blockage,Moderate,Moderate
2025-01-03 12:00:00,N013,8.624367931232108,0.5767248274005794,1.825,Severe_Blockage,High,Moderate
2025-01-03 12:00:00,N014,2.40624,1.129,0.0,Normal,Low,Low
2025-01-03 12:00:00,N015,11.23703738842227,0.571113035783782,2.41,Severe_Blockage,High,Moderate
2025-01-03 12:00:00,N016,3.1969999999999996,1.229,0.0,Normal,Low,Low
2025-01-03 12:00:00,N017,1.64688,1.086,0.0,Normal,Low,Low
2025-01-03 12:00:00,N018,17.380313595939462,0.41010087303817017,5.126,Severe_Blockage,High,High
2025-01-03 12:00:00,N019,28.191873880622662,0.3060161977800487,9.782,Severe_Blockage,Critical,Critical
2025-01-03 12:00:00,N020,4.54584,1.393,0.0,Normal,Low,Low
2025-01-03 13:00:00,N001,19.154091811485262,0.5535281710699902,4.276,Severe_Blockage,High,High
2025-01-03 13:00:00,N002,3.16994,1.401,0.0,Normal,Low,Low
2025-01-03 13:00:00,N003,1.5938400000000001,1.302,0.0,Normal,Low,Low
2025-01-03 13:00:00,N004,3.91346,1.432,0.0,Normal,Low,Low
2025-01-03 13:00:00,N005,5.50256,1.437,0.0,Normal,Low,Moderate
2025-01-03 13:00:00,N006,4.170999999999999,1.37,0.0,Normal,Low,Low
2025-01-03 13:00:00,N007,3.79392,1.499,0.0,Normal,Low,Low
2025-01-03 13:00:00,N008,17.833792654200643,0.5572242819646507,3.948,Severe_Blockage,High,High
2025-01-03 13:00:00,N009,3.38944,1.375,0.0,Normal,Low,Low
2025-01-03 13:00:00,N010,1.4171200000000002,1.088,0.0,Normal,Low,Low
2025-01-03 13:00:00,N011,3.5298000000000003,1.384,0.0,Normal,Low,Low
2025-01-03 13:00:00,N012,1.4014000000000002,1.114,0.0,Normal,Low,Low
2025-01-03 13:00:00,N013,5.9732,1.436,0.0,Normal,Low,Moderate
2025-01-03 13:00:00,N014,4.4559999999999995,1.319,0.0,Normal,Low,Low
2025-01-03 13:00:00,N015,0.6792,1.055,0.0,Normal,Low,Low
2025-01-03 13:00:00,N016,1.0924999999999998,1.056,0.0,Normal,Low,Low
2025-01-03 13:00:00,N017,5.4312000000000005,1.357,0.0,Normal,Low,Moderate
2025-01-03 13:00:00,N018,3.9849599999999996,1.196,0.0,Normal,Low,Low
2025-01-03 13:00:00,N019,2.2635199999999998,1.22,0.0,Normal,Low,Low
2025-01-03 13:00:00,N020,3.31162,1.409,0.0,Normal,Low,Low
2025-01-03 14:00:00,N001,2.508,1.224,0.0,Normal,Low,Low
2025-01-03 14:00:00,N002,5.037780000000001,1.526,0.0,Normal,Low,Moderate
2025-01-03 14:00:00,N003,3.0502800000000003,1.378,0.0,Normal,Low,Low
2025-01-03 14:00:00,N004,20.200493119940884,0.4780934988459727,5.271,Severe_Blockage,High,High
2025-01-03 14:00:00,N005,20.53819141654059,0.5937983468487864,4.171,Severe_Blockage,High,High
2025-01-03 14:00:00,N006,10.094610704211595,0.5746086492281981,2.147,Severe_Blockage,High,Moderate
2025-01-03 14:00:00,N007,4.5447999999999995,1.365,0.0,Normal,Low,Low
2025-01-03 14:00:00,N008,18.023386953524984,0.4708583499375843,4.768,Severe_Blockage,High,High
2025-01-03 14:00:00,N009,1.51552,1.143,0.0,Normal,Low,Low
2025-01-03 14:00:00,N010,5.9706600000000005,1.497,0.0,Normal,Low,Moderate
2025-01-03 14:00:00,N011,21.497420403007915,0.4329754202450138,6.095,Severe_Blockage,High,High
2025-01-03 14:00:00,N012,3.2124400000000004,1.33,0.0,Normal,Low,Low
2025-01-03 14:00:00,N013,4.0004,1.266,0.0,Normal,Low,Low
2025-01-03 14:00:00,N014,5.39176,1.483,0.0,Normal,Low,Moderate
2025-01-03 14:00:00,N015,3.97332,1.424,0.0,Normal,Low,Low
2025-01-03 14:00:00,N016,11.650809538130105,0.6277264312357876,2.169,Partial_Blockage,Moderate,Moderate
2025-01-03 14:00:00,N017,3.6208,1.249,0.0,Normal,Low,Low
2025-01-03 14:00:00,N018,6.831359999999999,1.478,0.0,Normal,Low,Moderate
2025-01-03 14:00:00,N019,2.7451199999999996,1.296,0.0,Normal,Low,Low
2025-01-03 14:00:00,N020,3.0061199999999997,1.156,0.0,Normal,Low,Low
2025-01-03 15:00:00,N001,30.89322993468103,0.33006734789933484,10.348,Severe_Blockage,Critical,Critical
2025-01-03 15:00:00,N002,37.699213092857725,0.3837575596008592,11.616,Severe_Blockage,Critical,Critical
2025-01-03 15:00:00,N003,5.16624,1.539,0.0,Normal,Low,Moderate
2025-01-03 15:00:00,N004,4.1096,1.398,0.0,Normal,Low,Low
2025-01-03 15:00:00,N005,8.396551535098743,0.7168470369658084,1.189,Partial_Blockage,Moderate,Moderate
2025-01-03 15:00:00,N006,4.7433,1.339,0.0,Normal,Low,Low
2025-01-03 15:00:00,N007,13.341230534299738,0.6232105553499218,2.513,Partial_Blockage,Moderate,Moderate
2025-01-03 15:00:00,N008,2.1126,1.112,0.0,Normal,Low,Low
2025-01-03 15:00:00,N009,3.6864000000000003,1.298,0.0,Normal,Low,Low
2025-01-03 15:00:00,N010,37.31787712286142,0.27249354239926127,13.574,Severe_Blockage,Critical,Critical
2025-01-03 15:00:00,N011,14.845263756932404,0.6756426519408342,2.408,Partial_Blockage,Moderate,Moderate
2025-01-03 15:00:00,N012,1.9404000000000001,1.104,0.0,Normal,Low,Low
2025-01-03 15:00:00,N013,5.4252,1.481,0.0,Normal,Low,Moderate
2025-01-03 15:00:00,N014,4.378019999999999,1.309,0.0,Normal,Low,Low
2025-01-03 15:00:00,N015,13.50686989203225,0.5723007010251678,2.888,Severe_Blockage,High,Moderate
2025-01-03 15:00:00,N016,7.210499999999999,1.473,0.0,Normal,Low,Moderate
2025-01-03 15:00:00,N017,1.15632,1.054,0.0,Normal,Low,Low
2025-01-03 15:00:00,N018,0.9488,1.118,0.0,Normal,Low,Low
2025-01-03 15:00:00,N019,2.03476,1.175,0.0,Normal,Low,Low
2025-01-03 15:00:00,N020,3.6782199999999996,1.344,0.0,Normal,Low,Low
2025-01-03 16:00:00,N001,9.57316208318326,0.6099425002927057,1.867,Partial_Blockage,Moderate,Moderate
2025-01-03 16:00:00,N002,1.53558,1.163,0.0,Normal,Low,Low
2025-01-03 16:00:00,N003,13.5142914653442,0.5878893719721416,2.785,Severe_Blockage,High,Moderate
2025-01-03 16:00:00,N004,4.408479999999999,1.416,0.0,Normal,Low,Low
2025-01-03 16:00:00,N005,5.9024,1.411,0.0,Normal,Low,Moderate
2025-01-03 16:00:00,N006,0.7081,1.066,0.0,Normal,Low,Low
2025-01-03 16:00:00,N007,24.854941257755847,0.5609178947248288,5.457,Severe_Blockage,High,High
2025-01-03 16:00:00,N008,4.0441199999999995,1.5,0.0,Normal,Low,Low
2025-01-03 16:00:00,N009,4.474880000000001,1.389,0.0,Normal,Low,Low
2025-01-03 16:00:00,N010,1.32334,1.116,0.0,Normal,Low,Low
2025-01-03 16:00:00,N011,4.3566,1.377,0.0,Normal,Low,Low
2025-01-03 16:00:00,N012,2.36082,1.198,0.0,Normal,Low,Low
2025-01-03 16:00:00,N013,3.4195200000000003,1.187,0.0,Normal,Low,Low
2025-01-03 16:00:00,N014,5.46974,1.415,0.0,Normal,Low,Moderate
2025-01-03 16:00:00,N015,1.4263200000000003,1.083,0.0,Normal,Low,Low
2025-01-03 16:00:00,N016,5.991499999999999,1.343,0.0,Normal,Low,Moderate
2025-01-03 16:00:00,N017,3.2236799999999994,1.301,0.0,Normal,Low,Low
2025-01-03 16:00:00,N018,4.73214,1.271,0.0,Normal,Low,Low
2025-01-03 16:00:00,N019,6.4414,1.458,0.0,Normal,Low,Moderate
2025-01-03 16:00:00,N020,1.06314,1.063,0.0,Normal,Low,Low
2025-01-03 17:00:00,N001,2.3056,1.248,0.0,Normal,Low,Low
2025-01-03 17:00:00,N002,1.9935600000000002,1.181,0.0,Normal,Low,Low
2025-01-03 17:00:00,N003,0.89768,1.092,0.0,Normal,Low,Low
2025-01-03 17:00:00,N004,2.17622,1.305,0.0,Normal,Low,Low
2025-01-03 17:00:00,N005,4.05552,1.495,0.0,Normal,Low,Low
2025-01-03 17:00:00,N006,1.3677,1.072,0.0,Normal,Low,Low
2025-01-03 17:00:00,N007,3.2999199999999997,1.26,0.0,Normal,Low,Low
2025-01-03 17:00:00,N008,2.7162,1.213,0.0,Normal,Low,Low
2025-01-03 17:00:00,N009,2.36544,1.303,0.0,Normal,Low,Low
2025-01-03 17:00:00,N010,9.242825865948292,0.6946579388695702,1.411,Partial_Blockage,Moderate,Moderate
2025-01-03 17:00:00,N011,4.038600000000001,1.215,0.0,Normal,Low,Low
2025-01-03 17:00:00,N012,9.279273369069738,0.6717739235698663,1.523,Partial_Blockage,Moderate,Moderate
2025-01-03 17:00:00,N013,1.0740800000000001,1.084,0.0,Normal,Low,Low
2025-01-03 17:00:00,N014,4.42258,1.353,0.0,Normal,Low,Low
2025-01-03 17:00:00,N015,2.8752800000000005,1.207,0.0,Normal,Low,Low
2025-01-03 17:00:00,N016,1.1615,1.073,0.0,Normal,Low,Low
2025-01-03 17:00:00,N017,6.28384,1.484,0.0,Normal,Low,Moderate
2025-01-03 17:00:00,N018,3.7121799999999996,1.192,0.0,Normal,Low,Low
2025-01-03 17:00:00,N019,8.489162544372405,0.6564255063794322,1.458,Partial_Blockage,Moderate,Moderate
2025-01-03 17:00:00,N020,1.78412,1.095,0.0,Normal,Low,Low
2025-01-03 18:00:00,N001,0.9856000000000001,1.074,0.0,Normal,Low,Low
2025-01-03 18:00:00,N002,1.3829200000000001,1.259,0.0,Normal,Low,Low
2025-01-03 18:00:00,N003,1.86864,1.187,0.0,Normal,Low,Low
2025-01-03 18:00:00,N004,4.296399999999999,1.502,0.0,Normal,Low,Low
2025-01-03 18:00:00,N005,4.76,1.399,0.0,Normal,Low,Low
2025-01-03 18:00:00,N006,15.69864425974811,0.40363529663379216,4.681,Severe_Blockage,High,High
2025-01-03 18:00:00,N007,3.9223600000000003,1.323,0.0,Normal,Low,Low
2025-01-03 18:00:00,N008,2.99788,1.225,0.0,Normal,Low,Low
2025-01-03 18:00:00,N009,2.85696,1.206,0.0,Normal,Low,Low
2025-01-03 18:00:00,N010,22.031854149056542,0.5656945180756395,4.784,Severe_Blockage,High,High
2025-01-03 18:00:00,N011,3.7524,1.194,0.0,Normal,Low,Low
2025-01-03 18:00:00,N012,5.61638,1.418,0.0,Normal,Low,Moderate
2025-01-03 18:00:00,N013,3.26608,1.24,0.0,Normal,Low,Low
2025-01-03 18:00:00,N014,2.20572,1.177,0.0,Normal,Low,Low
2025-01-03 18:00:00,N015,4.890240000000001,1.417,0.0,Normal,Low,Low
2025-01-03 18:00:00,N016,3.381,1.305,0.0,Normal,Low,Low
2025-01-03 18:00:00,N017,3.5039999999999996,1.258,0.0,Normal,Low,Low
2025-01-03 18:00:00,N018,1.5418,1.109,0.0,Normal,Low,Low
2025-01-03 18:00:00,N019,5.9598,1.49,0.0,Normal,Low,Moderate
2025-01-03 18:00:00,N020,2.52954,1.22,0.0,Normal,Low,Low
2025-01-03 19:00:00,N001,4.567200000000001,1.505,0.0,Normal,Low,Low
2025-01-03 19:00:00,N002,5.46882,1.508,0.0,Normal,Low,Moderate
2025-01-03 19:00:00,N003,4.7815199999999995,1.507,0.0,Normal,Low,Low
2025-01-03 19:00:00,N004,0.99004,1.107,0.0,Normal,Low,Low
2025-01-03 19:00:00,N005,4.05552,1.454,0.0,Normal,Low,Low
2025-01-03 19:00:00,N006,2.7063,1.242,0.0,Normal,Low,Low
2025-01-03 19:00:00,N007,1.83768,1.169,0.0,Normal,Low,Low
2025-01-03 19:00:00,N008,3.44052,1.443,0.0,Normal,Low,Low
2025-01-03 19:00:00,N009,6.4,1.535,0.0,Normal,Low,Moderate
2025-01-03 19:00:00,N010,1.4171200000000002,1.186,0.0,Normal,Low,Low
2025-01-03 19:00:00,N011,5.119800000000001,1.521,0.0,Normal,Low,Moderate
2025-01-03 19:00:00,N012,2.3931600000000004,1.42,0.0,Normal,Low,Low
2025-01-03 19:00:00,N013,17.546646913608928,0.4997649189864121,4.389,Severe_Blockage,High,High
2025-01-03 19:00:00,N014,6.082439999999999,1.473,0.0,Normal,Low,Moderate
2025-01-03 19:00:00,N015,3.4639200000000003,1.228,0.0,Normal,Low,Low
2025-01-03 19:00:00,N016,1.127,1.079,0.0,Normal,Low,Low
2025-01-03 19:00:00,N017,16.86789595557115,0.5811726711151881,3.532,Severe_Blockage,High,High
2025-01-03 19:00:00,N018,4.58982,1.385,0.0,Normal,Low,Low
2025-01-03 19:00:00,N019,4.18992,1.299,0.0,Normal,Low,Low
2025-01-03 19:00:00,N020,1.0387,1.06,0.0,Normal,Low,Low
2025-01-03 20:00:00,N001,1.9008,1.151,0.0,Normal,Low,Low
2025-01-03 20:00:00,N002,11.885580919362576,0.7489876285647248,1.492,Partial_Blockage,Moderate,Moderate
2025-01-03 20:00:00,N003,4.96472,1.497,0.0,Normal,Low,Low
2025-01-03 20:00:00,N004,4.7166999999999994,1.445,0.0,Normal,Low,Low
2025-01-03 20:00:00,N005,14.63824041892111,0.6409943601416331,2.628,Partial_Blockage,Moderate,Moderate
2025-01-03 20:00:00,N006,2.5026,1.447,0.0,Normal,Low,Low
2025-01-03 20:00:00,N007,3.61608,1.433,0.0,Normal,Low,Low
2025-01-03 20:00:00,N008,24.441269454117226,0.4900067911807532,6.232,Severe_Blockage,High,High
2025-01-03 20:00:00,N009,2.77504,1.257,0.0,Normal,Low,Low
2025-01-03 20:00:00,N010,2.9071800000000003,1.321,0.0,Normal,Low,Low
2025-01-03 20:00:00,N011,4.303599999999999,1.264,0.0,Normal,Low,Low
2025-01-03 20:00:00,N012,3.9670400000000003,1.217,0.0,Normal,Low,Low
2025-01-03 20:00:00,N013,4.559360000000001,1.322,0.0,Normal,Low,Low
2025-01-03 20:00:00,N014,2.5399199999999995,1.222,0.0,Normal,Low,Low
2025-01-03 20:00:00,N015,2.2300400000000002,1.125,0.0,Normal,Low,Low
2025-01-03 20:00:00,N016,2.2655,1.2,0.0,Normal,Low,Low
2025-01-03 20:00:00,N017,3.0484799999999996,1.288,0.0,Normal,Low,Low
2025-01-03 20:00:00,N018,3.4631199999999995,1.244,0.0,Normal,Low,Low
2025-01-03 20:00:00,N019,3.913,1.523,0.0,Normal,Low,Low
2025-01-03 20:00:00,N020,1.23422,1.072,0.0,Normal,Low,Low
2025-01-03 21:00:00,N001,2.1032,1.194,0.0,Normal,Low,Low
2025-01-03 21:00:00,N002,2.28092,1.296,0.0,Normal,Low,Low
2025-01-03 21:00:00,N003,21.684611177047124,0.5749636249958358,4.608,Severe_Blockage,High,High
2025-01-03 21:00:00,N004,2.51246,1.215,0.0,Normal,Low,Low
2025-01-03 21:00:00,N005,8.395758315204551,0.5663414490880292,1.82,Severe_Blockage,High,Moderate
2025-01-03 21:00:00,N006,1.3095,1.082,0.0,Normal,Low,Low
2025-01-03 21:00:00,N007,11.290122657574413,0.5926243027566744,2.3,Severe_Blockage,High,Moderate
2025-01-03 21:00:00,N008,21.051137046649252,0.5694103142905205,4.532,Severe_Blockage,High,High
2025-01-03 21:00:00,N009,14.21258550641347,0.6954577299671394,2.164,Partial_Blockage,Moderate,Moderate
2025-01-03 21:00:00,N010,6.4083000000000006,1.479,0.0,Normal,Low,Moderate
2025-01-03 21:00:00,N011,4.2824,1.361,0.0,Normal,Low,Low
2025-01-03 21:00:00,N012,1.28282,1.119,0.0,Normal,Low,Low
2025-01-03 21:00:00,N013,6.87192,1.525,0.0,Normal,Low,Moderate
2025-01-03 21:00:00,N014,1.5707399999999998,1.092,0.0,Normal,Low,Low
2025-01-03 21:00:00,N015,3.6337200000000003,1.172,0.0,Normal,Low,Low
2025-01-03 21:00:00,N016,0.621,1.054,0.0,Normal,Low,Low
2025-01-03 21:00:00,N017,4.7303999999999995,1.505,0.0,Normal,Low,Low
2025-01-03 21:00:00,N018,29.766571638092547,0.2648647886140156,10.941,Severe_Blockage,Critical,Critical
2025-01-03 21:00:00,N019,1.3966399999999999,1.102,0.0,Normal,Low,Low
2025-01-03 21:00:00,N020,8.535433046756628,0.6124086748709746,1.654,Partial_Blockage,Moderate,Moderate
2025-01-03 22:00:00,N001,3.9072000000000005,1.344,0.0,Normal,Low,Low
2025-01-03 22:00:00,N002,39.337288090260884,0.3520512055363575,12.744,Severe_Blockage,Critical,Critical
2025-01-03 22:00:00,N003,3.59072,1.35,0.0,Normal,Low,Low
2025-01-03 22:00:00,N004,1.7185599999999999,1.137,0.0,Normal,Low,Low
2025-01-03 22:00:00,N005,1.50416,1.15,0.0,Normal,Low,Low
2025-01-03 22:00:00,N006,14.69723857917932,0.7345463365540139,1.951,Partial_Blockage,Moderate,Moderate
2025-01-03 22:00:00,N007,1.3930799999999999,1.184,0.0,Normal,Low,Low
2025-01-03 22:00:00,N008,12.47327213641374,0.6751080703649572,2.026,Partial_Blockage,Moderate,Moderate
2025-01-03 22:00:00,N009,1.2185599999999999,1.129,0.0,Normal,Low,Low
2025-01-03 22:00:00,N010,3.26146,1.315,0.0,Normal,Low,Low
2025-01-03 22:00:00,N011,5.088,1.419,0.0,Normal,Low,Moderate
2025-01-03 22:00:00,N012,21.25582974538439,0.5904061011715467,4.353,Severe_Blockage,High,High
2025-01-03 22:00:00,N013,4.701840000000001,1.465,0.0,Normal,Low,Low
2025-01-03 22:00:00,N014,12.628474052790832,0.7242558631413021,1.741,Partial_Blockage,Moderate,Moderate
2025-01-03 22:00:00,N015,39.238481981865405,0.3522011594301262,12.709,Severe_Blockage,Critical,Critical
2025-01-03 22:00:00,N016,2.1734999999999998,1.137,0.0,Normal,Low,Low
2025-01-03 22:00:00,N017,2.76816,1.17,0.0,Normal,Low,Low
2025-01-03 22:00:00,N018,11.16847862129748,0.6942782875796522,1.707,Partial_Blockage,Moderate,Moderate
2025-01-03 22:00:00,N019,34.522414188172824,0.29512866218005684,12.167,Severe_Blockage,Critical,Critical
2025-01-03 22:00:00,N020,2.4195599999999997,1.101,0.0,Normal,Low,Low
2025-01-03 23:00:00,N001,1.7424,1.119,0.0,Normal,Low,Low
2025-01-03 23:00:00,N002,2.58624,1.345,0.0,Normal,Low,Low
2025-01-03 23:00:00,N003,4.54336,1.378,0.0,Normal,Low,Low
2025-01-03 23:00:00,N004,4.912839999999999,1.426,0.0,Normal,Low,Low
2025-01-03 23:00:00,N005,1.3899199999999998,1.106,0.0,Normal,Low,Low
2025-01-03 23:00:00,N006,21.558820518629005,0.4881156600356258,5.518,Severe_Blockage,High,High
2025-01-03 23:00:00,N007,2.05504,1.155,0.0,Normal,Low,Low
2025-01-03 23:00:00,N008,3.1689,1.203,0.0,Normal,Low,Low
2025-01-03 23:00:00,N009,2.6419200000000003,1.159,0.0,Normal,Low,Low
2025-01-03 23:00:00,N010,1.47964,1.109,0.0,Normal,Low,Low
2025-01-03 23:00:00,N011,1.6960000000000002,1.094,0.0,Normal,Low,Low
2025-01-03 23:00:00,N012,6.1985,1.463,0.0,Normal,Low,Moderate
2025-01-03 23:00:00,N013,1.1946400000000001,1.066,0.0,Normal,Low,Low
2025-01-03 23:00:00,N014,16.953749973059644,0.5156214196947508,4.106,Severe_Blockage,High,High
2025-01-03 23:00:00,N015,3.6110800000000003,1.353,0.0,Normal,Low,Low
2025-01-03 23:00:00,N016,22.09627491163786,0.560933506298742,4.851,Severe_Blockage,High,High
2025-01-03 23:00:00,N017,33.99998212839538,0.28488433503287347,12.157,Severe_Blockage,Critical,Critical
2025-01-03 23:00:00,N018,3.4631199999999995,1.24,0.0,Normal,Low,Low
2025-01-03 23:00:00,N019,4.29828,1.247,0.0,Normal,Low,Low
2025-01-03 23:00:00,N020,0.9776,1.058,0.0,Normal,Low,Low
2025-01-04 00:00:00,N001,2.1736,1.207,0.0,Normal,Low,Low
2025-01-04 00:00:00,N002,25.890443203883855,0.2565892215360077,9.624,Severe_Blockage,Critical,Critical
2025-01-04 00:00:00,N003,1.86864,1.184,0.0,Normal,Low,Low
2025-01-04 00:00:00,N004,3.32504,1.269,0.0,Normal,Low,Low
2025-01-04 00:00:00,N005,24.192326963027703,0.4436358409160614,6.73,Severe_Blockage,High,High
2025-01-04 00:00:00,N006,0.6305,1.054,0.0,Normal,Low,Low
2025-01-04 00:00:00,N007,20.249490457333,0.5534692541701759,4.521,Severe_Blockage,High,High
2025-01-04 00:00:00,N008,3.30974,1.289,0.0,Normal,Low,Low
2025-01-04 00:00:00,N009,4.352,1.493,0.0,Normal,Low,Low
2025-01-04 00:00:00,N010,1.23998,1.077,0.0,Normal,Low,Low
2025-01-04 00:00:00,N011,8.444723541977977,0.7253390963314944,1.16,Partial_Blockage,Moderate,Moderate
2025-01-04 00:00:00,N012,14.736659185451433,0.706287457497484,2.164,Partial_Blockage,Moderate,Moderate
2025-01-04 00:00:00,N013,0.75624,1.055,0.0,Normal,Low,Low
2025-01-04 00:00:00,N014,5.948759999999999,1.501,0.0,Normal,Low,Moderate
2025-01-04 00:00:00,N015,4.5959200000000004,1.277,0.0,Normal,Low,Low
2025-01-04 00:00:00,N016,3.105,1.247,0.0,Normal,Low,Low
2025-01-04 00:00:00,N017,0.9927999999999999,1.057,0.0,Normal,Low,Low
2025-01-04 00:00:00,N018,4.87446,1.38,0.0,Normal,Low,Low
2025-01-04 00:00:00,N019,6.05612,1.472,0.0,Normal,Low,Moderate
2025-01-04 00:00:00,N020,18.284281034547526,0.48681932524375054,4.692,Severe_Blockage,High,High
2025-01-04 01:00:00,N001,1.5136,1.113,0.0,Normal,Low,Low
2025-01-04 01:00:00,N002,3.08912,1.347,0.0,Normal,Low,Low
2025-01-04 01:00:00,N003,3.4075200000000003,1.416,0.0,Normal,Low,Low
2025-01-04 01:00:00,N004,3.11956,1.357,0.0,Normal,Low,Low
2025-01-04 01:00:00,N005,0.714,1.086,0.0,Normal,Low,Low
2025-01-04 01:00:00,N006,11.321679163617828,0.70551042686379,1.667,Partial_Blockage,Moderate,Moderate
2025-01-04 01:00:00,N007,32.73046523244081,0.32520922008752035,11.043,Severe_Blockage,Critical,Critical
2025-01-04 01:00:00,N008,1.62972,1.131,0.0,Normal,Low,Low
2025-01-04 01:00:00,N009,5.376,1.491,0.0,Normal,Low,Moderate
2025-01-04 01:00:00,N010,3.77204,1.414,0.0,Normal,Low,Low
2025-01-04 01:00:00,N011,16.842699986668215,0.4870140288660132,4.32,Severe_Blockage,High,High
2025-01-04 01:00:00,N012,1.87572,1.101,0.0,Normal,Low,Low
2025-01-04 01:00:00,N013,3.3866400000000003,1.244,0.0,Normal,Low,Low
2025-01-04 01:00:00,N014,1.10286,1.074,0.0,Normal,Low,Low
2025-01-04 01:00:00,N015,4.3242400000000005,1.358,0.0,Normal,Low,Low
2025-01-04 01:00:00,N016,4.174499999999999,1.302,0.0,Normal,Low,Low
2025-01-04 01:00:00,N017,23.153427297292126,0.4169516291429785,6.75,Severe_Blockage,High,High
2025-01-04 01:00:00,N018,3.6410199999999997,1.248,0.0,Normal,Low,Low
2025-01-04 01:00:00,N019,10.824640996123218,0.6763033499690254,1.752,Partial_Blockage,Moderate,Moderate
2025-01-04 01:00:00,N020,6.892079999999999,1.478,0.0,Normal,Low,Moderate
2025-01-04 02:00:00,N001,2.64,1.366,0.0,Normal,Low,Low
2025-01-04 02:00:00,N002,0.54778,1.068,0.0,Normal,Low,Low
2025-01-04 02:00:00,N003,8.753514251278903,0.6390898334513003,1.58,Partial_Blockage,Moderate,Moderate
2025-01-04 02:00:00,N004,4.202999999999999,1.444,0.0,Normal,Low,Low
2025-01-04 02:00:00,N005,3.094,1.309,0.0,Normal,Low,Low
2025-01-04 02:00:00,N006,3.8024,1.329,0.0,Normal,Low,Low
2025-01-04 02:00:00,N007,0.77064,1.073,0.0,Normal,Low,Low
2025-01-04 02:00:00,N008,1.38828,1.091,0.0,Normal,Low,Low
2025-01-04 02:00:00,N009,4.73088,1.332,0.0,Normal,Low,Low
2025-01-04 02:00:00,N010,2.7300400000000002,1.19,0.0,Normal,Low,Low
2025-01-04 02:00:00,N011,33.20225302407656,0.3392302922019102,10.97,Severe_Blockage,Critical,Critical
2025-01-04 02:00:00,N012,24.375324448125383,0.4753763359476033,6.394,Severe_Blockage,High,High
2025-01-04 02:00:00,N013,2.26872,1.187,0.0,Normal,Low,Low
2025-01-04 02:00:00,N014,2.01634,1.164,0.0,Normal,Low,Low
2025-01-04 02:00:00,N015,4.3242400000000005,1.265,0.0,Normal,Low,Low
2025-01-04 02:00:00,N016,4.622999999999999,1.419,0.0,Normal,Low,Low
2025-01-04 02:00:00,N017,3.1536,1.167,0.0,Normal,Low,Low
2025-01-04 02:00:00,N018,4.6254,1.501,0.0,Normal,Low,Low
2025-01-04 02:00:00,N019,4.25012,1.484,0.0,Normal,Low,Low
2025-01-04 02:00:00,N020,5.34014,1.352,0.0,Normal,Low,Moderate
2025-01-04 03:00:00,N001,3.388,1.346,0.0,Normal,Low,Low
2025-01-04 03:00:00,N002,3.8883400000000004,1.433,0.0,Normal,Low,Low
2025-01-04 03:00:00,N003,2.69304,1.226,0.0,Normal,Low,Low
2025-01-04 03:00:00,N004,5.43588,1.411,0.0,Normal,Low,Moderate
2025-01-04 03:00:00,N005,2.77032,1.33,0.0,Normal,Low,Low
2025-01-04 03:00:00,N006,14.949810454349205,0.5609920776283741,3.282,Severe_Blockage,High,Moderate
2025-01-04 03:00:00,N007,4.82144,1.376,0.0,Normal,Low,Low
2025-01-04 03:00:00,N008,4.466640000000001,1.393,0.0,Normal,Low,Low
2025-01-04 03:00:00,N009,4.02432,1.328,0.0,Normal,Low,Low
2025-01-04 03:00:00,N010,3.50112,1.276,0.0,Normal,Low,Low
2025-01-04 03:00:00,N011,1.6112000000000002,1.22,0.0,Normal,Low,Low
2025-01-04 03:00:00,N012,1.66012,1.119,0.0,Normal,Low,Low
2025-01-04 03:00:00,N013,24.846939348612196,0.5635932549674207,5.422,Severe_Blockage,High,High
2025-01-04 03:00:00,N014,0.7018199999999999,1.073,0.0,Normal,Low,Low
2025-01-04 03:00:00,N015,2.0828800000000003,1.106,0.0,Normal,Low,Low
2025-01-04 03:00:00,N016,6.5895,1.503,0.0,Normal,Low,Moderate
2025-01-04 03:00:00,N017,2.92,1.143,0.0,Normal,Low,Low
2025-01-04 03:00:00,N018,2.30084,1.189,0.0,Normal,Low,Low
2025-01-04 03:00:00,N019,5.82736,1.407,0.0,Normal,Low,Moderate
2025-01-04 03:00:00,N020,1.9552,1.143,0.0,Normal,Low,Low
2025-01-04 04:00:00,N001,1.2496,1.157,0.0,Normal,Low,Low
2025-01-04 04:00:00,N002,11.70514342870184,0.5792204369204024,2.463,Severe_Blockage,High,Moderate
2025-01-04 04:00:00,N003,2.2533600000000003,1.16,0.0,Normal,Low,Low
2025-01-04 04:00:00,N004,2.9794599999999996,1.275,0.0,Normal,Low,Low
2025-01-04 04:00:00,N005,4.569599999999999,1.51,0.0,Normal,Low,Low
2025-01-04 04:00:00,N006,3.7636,1.384,0.0,Normal,Low,Low
2025-01-04 04:00:00,N007,5.36484,1.436,0.0,Normal,Low,Moderate
2025-01-04 04:00:00,N008,2.80674,1.205,0.0,Normal,Low,Low
2025-01-04 04:00:00,N009,19.875173605656258,0.4066752451109871,5.896,Severe_Blockage,High,High
